Layer,Name,GEOID,Population,Longitude,Latitude,ACT_2019-2023,CAR_2019-2023,EKW_2024,NVC_2019-2023,PUB_2019-2023,TRV_2019-2023
,,,,,,"Active transportation to work (% of workers 16 years and older), 2019-2023","Drive alone to work (% of workers 16 years and older), 2019-2023","Walkability Index, 2024","No vehicle available (% of households), 2019-2023","Public transportation to work (% of workers 16 years and older), 2019-2023","Mean travel time to work (minutes), 2019-2023"
Census tract,Tract 16,55139001600,4154,-88.48170900,44.08871500,0.7303712720632989,86.6707242848448,5.1,1.8518518518518516,0.0,17.3
Census tract,Tract 17,55139001700,5336,-88.59129290,44.07796370,0.4814305364511692,87.89546079779917,9.5,0.0,0.4814305364511692,25.9
Census tract,Tract 18.01,55139001801,5446,-88.60986760,43.99247030,0.4484304932735426,79.37219730941703,12.61,3.692571919278661,0.0,17.7
Census tract,Tract 18.03,55139001803,6075,-88.61348350,44.02033600,2.086956521739131,73.01449275362319,10.28,9.91105463786531,0.0,16.7
Census tract,Tract 18.04,55139001804,4725,-88.61314420,44.04171150,0.0,79.13763066202091,10.26,1.0797840431913617,0.0,16.9
Census tract,Tract 19,55139001900,5332,-88.53267990,43.94303240,0.3910068426197458,85.72825024437928,9.1,0.7912087912087912,0.0977517106549364,22.2
Census tract,Tract 20.01,55139002001,3105,-88.71528590,44.05232310,2.3926812104152004,84.0253342716397,6.72,1.1235955056179776,0.0,25.1
Census tract,Tract 20.02,55139002002,4204,-88.70103680,43.95986410,1.3268465280849182,81.60106147722247,4.76,3.315217391304348,0.0,24.0
Census tract,Tract 21,55139002100,3608,-88.82814150,44.02953360,1.51006711409396,84.28411633109619,4.76,0.7482993197278911,0.0,27.4
Census tract,Tract 22.01,55139002201,5134,-88.70433470,44.11347160,1.4514328247115742,82.43394119836248,5.57,2.831094049904031,0.1860811313732787,22.6
Census tract,Tract 22.02,55139002202,2997,-88.75454910,44.20537990,0.904977375565611,77.18164188752425,5.01,0.6111535523300229,0.0,24.4
Census tract,Tract 23,55139002300,5691,-88.57371020,44.16645120,2.519039250146456,79.26186291739896,5.44,1.1382113821138211,1.3473930872876392,18.5
Census tract,Tract 24.01,55139002401,5045,-88.48441630,44.21506730,1.3162575595873356,75.02668089647813,6.49,1.7619252256123763,0.0,16.7
Census tract,Tract 24.02,55139002402,5657,-88.49983330,44.23297560,0.0,79.9317617866005,5.8,0.9783938035059112,0.0,18.6
Census tract,Tract 25,55139002500,4876,-88.42448070,44.23851760,1.4845360824742269,75.54639175257732,8.25,5.048715677590788,0.0,14.3
Census tract,Tract 26.01,55139002601,3918,-88.45110060,44.22340260,2.102564102564102,72.15384615384616,8.56,3.3333333333333335,0.0,16.9
Census tract,Tract 26.02,55139002602,4585,-88.41457450,44.22504170,0.0440140845070422,84.0669014084507,7.94,8.19981149858624,0.0440140845070422,17.4
Census tract,Tract 27,55139002700,2426,-88.45136020,44.21142260,0.7510729613733905,84.17381974248927,7.67,4.44104134762634,0.0,19.1
Census tract,Tract 28,55139002800,4569,-88.42054950,44.20917130,3.3698741372310193,63.21559074299634,7.04,9.296724470134874,2.111246447421843,24.1
Census tract,Tract 29,55139002900,2212,-88.45534640,44.20499750,12.882787750791977,76.97993664202745,8.78,10.75050709939148,3.907074973600845,30.0
Census tract,Tract 30,55139003000,1641,-88.44085960,44.19598920,1.7045454545454544,70.11363636363637,6.0,1.575757575757576,0.2272727272727272,18.9
Census tract,Tract 31,55139003100,2046,-88.43615730,44.19355860,1.5957446808510638,83.72340425531914,7.69,8.383233532934131,1.0638297872340423,23.2
Census tract,Tract 32,55139003200,2353,-88.44020840,44.16950060,3.2031249999999996,71.71875,8.33,2.763018065887354,0.703125,17.8
Census tract,Tract 33,55139003300,2608,-88.46656890,44.18012540,14.212678936605316,74.18200408997954,12.83,3.535353535353535,0.408997955010225,15.9
Census tract,Tract 34,55139003400,4259,-88.47907360,44.18550450,3.692539562923888,81.3112283345893,7.81,5.2854122621564485,0.1507159005275056,19.1
Census tract,Tract 35,55139003500,2871,-88.47741930,44.15910000,1.9823788546255507,84.80176211453745,8.0,12.100965107646624,0.5873715124816447,20.9
Census tract,Tract 36,55139003600,4191,-88.43889970,44.16409960,2.4096385542168677,77.8498609823911,8.61,2.295081967213114,0.0,16.4
Census tract,Tract 37.01,55139003701,3813,-88.49223520,44.16646640,3.051237766263673,81.6350028785262,7.94,2.61744966442953,0.0,18.0
Census tract,Tract 37.03,55139003703,6371,-88.51298040,44.16047590,0.0,73.89597644749755,6.47,3.4150612959719786,0.0,18.1
Census tract,Tract 37.04,55139003704,3663,-88.44402320,44.15625190,0.9881422924901186,77.2068511198946,7.24,5.516804058338617,0.0,15.4
